weighted_positive,weighted_negative
0.54770147377443,164.26463241691857
0.2591251198557353,378.8614445229436
0.7286307237061649,160.0083424622113
2.6587725049587387,259.4609907363148
0.5030900306379325,245.18360599782451
1.8160029153673736,201.0945107864226
1.3548902619913124,264.67538052514215
0.9867151593401924,262.6441969152678
0.4920394027456956,263.13888704983145
0.4904252203638266,263.1404961252844
4.787936293413535,383.311175960035
2.264587843001012,165.82116785995296
0.1747480704541048,200.12329072851944
7.697292638811706,273.6020538834236
1.1407338592829015,199.56320442728347
3.2309039790683696,186.09741283151223
1.375326291699112,194.23588113849377
0.3807665553288814,186.71164349846552
0.4046320164649268,199.3055798696797
1.1824418847640603,282.8793540232638
1.4506711054131702,238.9851926423018
1.1149510653088552,266.06682376785903
0.3902556430931612,187.4696408496951
1.5891797669294294,111.31244761161258
0.3394309327054289,185.02536041430596
1.048125361207409,257.49715850696
0.5829805006547862,218.49942341770756
0.9668392157489724,222.35406614308053
3.925970282821496,186.79013208959543
0.9564401295635906,179.1473154123449
0.7785048855891609,193.77791199305327
0.4522099010799916,215.5633243304939
4.612594007599215,97.93639674185758
265.9070888013805,0.0473476629599423
0.0665058940649032,49.93349456787109
191.5348013536685,0.4209586434426958
3.747614559515152,205.8768797088825
99.54907118368936,147.4629319528399
1.210685732313214,224.6583590116562
1.1472437706717789,223.6931825285025
2.175306797027588,47.82469177246094
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
1.3571900823133165,252.7024219438574
0.7288724989268976,324.8027144675794
1.8935780506419984,209.2062814081704
3.6921551277010303,239.367137511808
0.6218795345231366,134.47211164295985
0.7428826845122959,134.35110917741022
2.5644543732303653,229.1491181893973
2.5437816339034547,281.34226187420313
2.202850654179012,203.38844975730973
0.6748238236937116,120.92251781148168
0.347220870503484,94.93183383583326
0.3291733672254456,171.27819807658182
2.416340839605497,138.1417745084696
0.8150396601517449,181.6476957089607
228.58140745854843,3.324792866963068
52.97560604532556,229.95932066917376
0.6017468203417332,98.5728044551029
0.2803496188586642,182.5744942880497
0.1810202570395008,209.32109483668245
0.0824883177052644,217.2452110322922
0.4059747885391832,242.65329253413043
0.5205524266566813,208.88966323444265
1.2569019060668964,201.5645496218633
2.893950550540098,189.77056700356425
1.7597426649829684,125.1775395831586
1.5147532216191,244.85503990298704
0.3997475075340456,162.74507400626675
0.4222186127157338,257.5756638979885
0.0833317043927098,164.18551878930995
0.6711594964216347,187.6170854868781
0.4969271622656949,187.36299217306097
0.1439584645301084,154.15170741460034
0.821403404681468,179.6964688079189
0.0711801419141063,229.12124175213395
7.566475884474588,251.02133369864592
0.1722084034713293,122.86956991818435
0.371057395354871,190.9172062897729
2.0698072193165222,206.4025993743484
160.8776403210446,0.1732585705024665
0.6849016614276187,117.74948580827244
0.5869667052115373,140.66354616403626
429.0059187429964,0.3053001622290198
0.7618874149128281,195.8618386675537
0.929182100946222,144.11905982750395
19.49866130595337,217.458524802296
2.735346015477898,232.29308765910565
345.7177289456559,0.2473468949205975
0.2585743880359591,234.94415769879905
1.089308763099791,203.7403209614849
1.1771883449151863,120.4201606105045
0.7959695095720886,188.9367026712341
0.8780943864200506,223.07857115586455
0.9850183020521468,137.47244237074378
0.6809186693702936,292.8684474783001
2.19462385747442,229.5189314411467
1.5560074939625643,136.0256460715311
2.543109500210904,190.1214059868274
1.2917771522669117,137.16567931164792
0.5020503853190451,187.3578611118817
1.8727653723820652,206.59964867683695
0.2774915505077786,169.63036231348502
10.187102244726663,250.75200037685852
201.21677924733933,0.0946686198796174
2.5138426489954906,269.3485779029144
0.6056554279324249,200.9290016864371
1.0153165537973723,115.6755629836928
2.168494988269409,168.61517252466965
0.1335936326991935,154.66467678123334
1.0911834248435652,163.7211510552643
0.6786794238461344,200.85598165461624
1.1107453340794162,133.9832575593977
0.4427755510793641,199.3328208553308
0.0993426871310572,102.44964915491651
1.3032476511334516,201.51822031797423
0.4684575172696525,102.08053476028616
2.1994837697608385,167.70837298051177
3.0200103495031296,228.69356497536563
1.3383296746892264,168.56952707558338
207.22624531748613,0.0655369579645963
1.1174060150646172,171.4178947771369
0.9162118022169808,271.6047299988085
0.7153648620926709,242.1486695650056
0.5246667224324889,155.73094676292524
1.6573513098849544,268.2361605904477
0.4520975132543414,174.09198909924245
0.9378126566971056,210.59052861885695
1.1515905869311414,230.5619713410685
2.0750626266076044,167.83279128802167
330.3841130444185,2.1968273151988766
2.4144168972871007,229.2991719625628
1.1003896268374296,168.8074618572404
2.0359994764093883,209.0638431218104
1.88630863538446,168.02155763454795
3.35415469921521,166.55369901286812
1.0892328303550136,274.3624501996612
2.064270978243155,167.84357645491562
2.017800973555657,275.3104780529534
0.9473773429719704,154.9282300752604
0.1666296032274675,188.18071741632824
0.2475260467896119,160.8029314309088
124.12072401953726,24.738915524765083
0.7846434788238111,180.16276507251249
1.5609130934926776,168.34695337898566
0.8230606070151424,261.0062365436382
177.40095868523957,0.1053536559610864
0.4738835771268838,181.31129737226388
1.116405920015455,230.5971689214611
0.2953586926201818,269.9984163912466
2.57404376926965,229.13951884929023
1.9449637264252568,209.1548883086934
1.196330268877867,135.58300674522192
0.2643324177380272,252.51312699094495
36.19827840184226,147.65895319885868
0.1927158443396243,134.90127873521038
0.1879396466810852,122.85383673150126
0.287544384713105,118.146836272821
1.989760260609144,167.76064193530152
0.1570548763637136,226.31925124044344
157.71868244201542,1.3873617805412932
0.8835211734053418,144.32477420414818
2.015500940725002,246.4102208571817
2.1648207073916828,165.92092517724424
0.1725190294778465,209.3295822033434
1.272942208957098,201.54851850668996
2.221160520815185,190.4433611674212
2.092706377119736,190.57180221969847
1.272438143734152,239.1634210180304
253.45491362189236,1.0680750591432264
1.3532912800324053,230.8506104003402
253.5717910371397,0.1215732700743819
0.7368041406120125,114.08130673777612
4.321137078583804,165.80551475720307
1.953371180813965,234.83300820494884
231.00542207269285,0.7156855115790399
0.9666427874529284,183.672636431815
2.008722309026453,209.091126077158
0.5793875386431276,178.60424670063296
0.1106823240142039,157.21676179282727
1.0811222817837471,199.49256730534591
0.5054170021431922,208.9047931981596
1.093027858575579,120.5043228363081
2.376459796927075,200.69509809550505
0.137153908392288,118.29722856689594
0.5063299689336757,250.73414785877227
0.3863893889933247,162.7584171495563
0.1703481774179679,99.00420377782204
1.0296054643368693,230.6839695843078
0.1101989807511868,122.93157331797065
0.5715615364679262,175.25563773983166
18.4444333361254,221.74549047541976
1.1536666807199438,226.2290217263176
2.6189364755071125,161.9231241601166
1.3908977023255442,155.6080345307818
187.3768568469673,0.0610914491946863
0.3538770080801403,247.91533616116052
1.2199051922700523,145.5326356810771
0.3175492580171076,118.11683732927804
2.415141107127309,351.3085290268131
0.2136218388559219,181.0161312665064
0.2103587073297504,218.60541337076071
1.2945416849835174,201.5269167337343
1.8021927773952484,498.1978225708008
1.41677844971846,163.39556772045069
0.7323873528986771,183.1599171752169
0.845853783758142,285.8412755441115
1.8330908425248096,221.22159522375696
0.1765539251868342,209.32555430052125
2.072599821387998,206.39980006227813
0.194050109322415,124.21404298482958
6.254373154576339,160.37305053119465
0.4358696716916241,90.23578746526044
0.5690238608937339,208.8411738575884
2.084415834618498,190.5801072316619
1.0507330815133913,120.54662660060092
0.1908640409907967,289.26465624288653
13.887855983498683,214.3223687561154
195.94591233230128,5.080782916161528
1.2950535797715277,165.82788195532137
0.5049771996508018,188.42754977416496
2.515805244445801,47.48419570922852
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
37.406044006347656,12.593953132629396
1.8039028514494613,252.25571644342568
